% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=123456, Mon Jun 23 12:49:21 2025, <python>{}</python>
1 13 9.578194271480868 1.0000480011520185 1517697764521072.2 1.5176977645210722e+15 2.784472036919993e+17 6.384543362818093e+20 2.8523785074857344e+18   
2 26 9.198547313255728 1.091186705256819 67467407420536.15 6.7467407420536148e+13 4.0489578230855686e+17 2.617503758838715e+20 3.8450810780669957e+18   
3 39 8.973469554897678 1.1110790888677533 13350132708417.102 1.3350132708417102e+13 2.4652860838771734e+17 2.092515660898498e+19 4.2058995721022577e+18   
4 52 9.056130054570163 1.1341202382570774 932963070183.4454 9.3296307018344543e+11 3.456435264630914e+16 1.1999137582467623e+20 1.2450527283079327e+18   
5 65 9.237253887717863 1.1841583075271997 6794684515.967251 6.7946845159672508e+09 6.362921896522379e+16 8.882409937561446e+19 4.2805220980953953e+18   
6 78 9.406095262630043 1.2289508383674885 6794684515.967251 4.7929697149045000e+12 2631564365953358.5 6.586939127326413e+17 3.7628316557559e+16   
7 91 9.421737136486653 1.2683928743180937 6794684515.967251 1.7075152210068678e+10 3.238121600682398e+16 1.2129359724545514e+20 1.74187636524603e+18   
8 104 9.483918332503057 1.297696010197435 6794684515.967251 3.5327480573495087e+10 2514457585068346.0 2.116574528039095e+18 8.587275639389968e+16   
9 117 9.144465497876864 1.3111549364103885 1086117.2278520926 1.0861172278520926e+06 169792331943866.72 3.431872070068389e+20 4.789083017917632e+17   
10 130 8.804813641127923 1.3263234752312283 1086117.2278520926 3.7188187706519702e+11 1.2842105179245978e+16 5.694295608451489e+20 7.611491255372103e+18   
11 143 8.582072810968965 1.3354797176673543 1086117.2278520926 3.5447377621566343e+09 2246088312699873.8 3.0754801196718957e+19 3.196869220328728e+18   
12 156 8.46840233285785 1.3573304099295165 1086117.2278520926 2.7032050024779700e+14 2.6141124793380444e+16 2.81504140180841e+19 4.860787882680949e+17   
13 169 8.441656414163466 1.3602567759806528 1086117.2278520926 6.0760764893407349e+10 5.979917172440341e+16 1.007838222738315e+19 6.319256892036609e+17   
14 182 8.562648326353434 1.3658519496370227 1086117.2278520926 5.4855215594783209e+11 1.215273662138872e+17 1.7293950673513243e+19 9.100203542999259e+17   
15 195 8.46186758954058 1.3779862801184768 1086117.2278520926 1.1307477592920833e+11 1.444790308572213e+16 3.031946778001973e+19 8.287551483856491e+16   
16 208 8.308322350358136 1.389019009427116 1086117.2278520926 1.1823013314332539e+10 1.2449534419729314e+16 2.779915978679731e+19 7.85819320516053e+16   
17 221 8.063371374025815 1.3950106348541826 1086117.2278520926 2.8092930325738054e+07 667947518845806.8 3.485390085703944e+17 4311578330500416.5   
18 234 7.888880798889295 1.4107953897411791 1086117.2278520926 8.3679496449236412e+09 1506967778018986.5 2.064037841290565e+16 6597701405019791.0   
19 247 7.594877093220468 1.4296691762922504 1086117.2278520926 4.0215228710884542e+09 39501536601573.68 4.596186765793229e+17 1.036920003513575e+16   
20 260 7.2650642893394926 1.4432386490392821 1086117.2278520926 1.4320053879335327e+11 1.2059103050483786e+17 3.85983414833337e+17 2.579220849007753e+17   
21 273 7.141869637642765 1.4432431112333926 1086117.2278520926 4.6007425574309129e+08 6445664310491767.0 3.790738272662403e+17 4.642222333422433e+16   
22 286 6.972921908858852 1.452755389877328 1086117.2278520926 1.2507895665785508e+08 115506399480744.17 1.438545196432817e+17 2.0283270989608972e+16   
23 299 6.73238987725766 1.45982136916545 1086117.2278520926 1.4728389255206329e+06 1347905896803463.8 1.1270321548122108e+19 1.1346808812032648e+16   
24 312 6.720652578770865 1.4677840095379964 83354.85980840382 8.3354859808403824e+04 12803916988315.027 1.356970651228282e+16 631031959417056.0   
25 325 6.893440741076822 1.4725157732340823 15.706856095918008 1.5706856095918008e+01 9809094922.699162 6574583304121059.0 13660713130291.76   
26 338 6.986763085833824 1.475935579800243 15.646292688452707 1.5646292688452707e+01 397958506081.2161 8.240306206129953e+19 778771697721239.5   
27 351 7.187305870201421 1.4742919549893874 12.06641413620498 1.2066414136204980e+01 10018361.392719798 1.4680543719584504e+18 173955722127.44968   
28 364 7.318386540530339 1.4888600464250379 12.06641413620498 1.2707973606866458e+01 30910.29382104645 100975428284.49348 743804188.8679441   
29 377 7.25519210828146 1.4948131282627861 8.259157655415649 8.2591576554156489e+00 9503882.005179724 1498604566633253.5 6482279468.468509   
