% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=123456, Mon Jun 23 12:49:21 2025, <python>{}</python>
1 13 9.578194271480868 0 0 6.396193564645201 6.402986292732223 6.403933164787793 6.390997146091009 6.400613460014369 6.379218436265936 6.340134889580584 6.381314234157105 6.389080692141509 6.347467919484287 6.391568648972361 6.405533300913444 6.370399578566041 6.384548548432448 6.421294765898684 6.424774737688146 6.399821005938016 6.391402967588591 6.389524188323133 6.382819681404296 6.398356986795722 6.460990967282338 6.343320386239124 6.353887830296701 6.396037178338286
2 26 9.198547313255728 0 0 6.130575124446163 6.18134031879171 6.199920541203566 6.1316717427350955 6.161903206959742 6.089653424140961 6.086449808141641 6.127960998671904 6.104639099729649 6.135457739067639 6.149121513173349 6.141740065516988 6.1220892055679075 6.136749141533144 6.176088676009117 6.1716470104405285 6.097185871952442 6.121768937647945 6.13042149836409 6.1310703098799 6.118052594510673 6.1801184999759995 6.026868567372539 6.095086136808018 6.11512235737876
3 39 8.973469554897678 0 0 5.952777082988237 6.05308021217506 6.062982347897996 5.984701938178895 6.033760626416009 5.929081989043037 5.986639292363221 5.986716639146854 5.907444214462439 5.971213708467592 6.000378834739131 5.960493230418982 5.959287144195756 5.954702510083545 6.013741082820504 6.03836419310184 5.941053305733877 5.987257153014754 5.988656129003122 5.946457630292423 5.946650637281134 6.029842881838018 5.877152157087493 5.914360171905678 5.962584830520143
4 52 9.056130054570163 0 0 5.972713797368605 6.113319729097768 6.1359633482294065 6.040783539263602 6.090603165997303 5.955077111988235 6.082441017653011 6.018685503186549 5.971551307169941 6.032452656372584 6.084988224840657 6.023925804052146 5.98981649112249 5.981799242210579 6.074250331561346 6.120965224463573 5.9823348854622544 6.031361097530428 6.043390094478822 5.9868052035890065 5.966449833245637 6.108975275447043 5.91455582427555 5.959449396272945 6.0338419060490756
5 65 9.237253887717863 0 0 6.120696041008726 6.2448570006970066 6.250659508741242 6.127959550523147 6.1709727729884225 6.067785906213098 6.2247144848795175 6.12264992895549 6.097859077974689 6.163812989179072 6.219705387913484 6.1677926633270115 6.088849886751804 6.127963438738365 6.190782360269811 6.346051321123541 6.058481596071012 6.113442229308111 6.141655538329074 6.1188096205899765 6.0712030658023615 6.254754205892381 6.031438885274102 6.096757938749479 6.160335628912603
6 78 9.406095262630043 0 0 6.239641821372078 6.38169953216461 6.338346615196658 6.237875043006238 6.272025114978833 6.137169572302801 6.37388967488408 6.232179270602087 6.211038725458479 6.285554809839548 6.351187970485396 6.3224123474587355 6.187459340231167 6.243079208901547 6.271819254973269 6.555766136561546 6.1190329102366405 6.206954623617835 6.233128755071601 6.222280954859508 6.161316371828109 6.371218754190062 6.118413116880505 6.184017296996304 6.2997617318266315
7 91 9.421737136486653 0 0 6.272865980066924 6.400939233145406 6.338398132224932 6.24010299915172 6.27426044224604 6.158739683091065 6.364617711225998 6.26177359090441 6.2515972246384885 6.286726439760143 6.318919348528404 6.296539007220455 6.193920667048414 6.305282280296191 6.273853498557272 6.62520494874474 6.080841941326131 6.179511905922138 6.237100801618861 6.2411563478545 6.16759091243105 6.3472418606987056 6.178640352850242 6.207021806048629 6.308136806099042
8 104 9.483918332503057 0 0 6.325541104785902 6.442790669536879 6.355118668645469 6.253223568967022 6.307128838315112 6.228094329714666 6.40573087735897 6.301400782877293 6.307186698585638 6.290822172282393 6.337890889855608 6.323001426185794 6.223881634695901 6.345443343219665 6.290253019551305 6.666666666666665 6.174040416735414 6.1916445371200535 6.299798847950477 6.32870617958539 6.216908295921232 6.343685014439018 6.229692745144632 6.247417408206524 6.368278936422266
9 117 9.144465497876864 0 0 6.117430051148521 6.213937915350915 6.128347898878609 6.0359084644378695 6.083436015483816 5.995678035131412 6.156023852453166 6.047830381182475 6.074651868139903 6.107143749626217 6.092794559056158 6.064509354018521 6.006246149058397 6.136084488419663 6.041905439522025 6.507327360480027 5.921886542127247 5.974916620072703 6.031567096783516 6.119597114625491 5.960129402510108 6.078747869790107 5.99115991257858 5.990318827183753 6.113397201053977
10 130 8.804813641127923 0 0 5.926802982813341 5.978460277053615 5.916490398346828 5.823373610921533 5.8795904682831095 5.7649296256119715 5.959251768735546 5.810274837460913 5.853186224774391 5.885241654546617 5.87127685950464 5.807362230395109 5.809894301145744 5.871255958348548 5.786205811244233 6.27120690359654 5.712009550498623 5.766252676708099 5.789482043733099 5.863702843308926 5.712042584504621 5.851924206404788 5.766957808555878 5.705890678126443 5.8983866898929005
11 143 8.582072810968965 0 0 5.801028159096575 5.831518286072857 5.733111858657856 5.663990194052508 5.734617582095849 5.6401386145833 5.795835610698188 5.652408966366904 5.66886048814175 5.756162630695477 5.731893112913977 5.650035690366064 5.658506541969324 5.717064320956566 5.622539234634952 6.135146169354222 5.555451373073014 5.579257626350948 5.609786009368903 5.705997473093893 5.567475828038545 5.662769201303775 5.642846347220255 5.559991518646374 5.768039972983935
12 156 8.46840233285785 0 0 5.754437661591377 5.737802793437425 5.664394048765287 5.581101486033986 5.674037695348179 5.56360928824856 5.671255336871862 5.602008771562962 5.576183934119017 5.728628759379503 5.669956725877419 5.568924156450487 5.56931531947954 5.62331910859178 5.522427812108918 6.085977725903899 5.453531558372125 5.494560968352725 5.534313314863286 5.5939143233522755 5.495688052297385 5.5690793105769005 5.526349984162233 5.459733165232127 5.677850286387652
13 169 8.441656414163466 0 0 5.735910012347129 5.686304152547935 5.617059577164725 5.553709636367586 5.640911290527391 5.52966219878252 5.6663598035282225 5.631582107016299 5.539859393281347 5.778283339025523 5.676116292165816 5.527198251396948 5.578206794153676 5.6211474247865 5.469499800934595 6.074296548614292 5.438619317263756 5.479767961696143 5.474252616385934 5.575595509254884 5.4585023000572175 5.545057483651709 5.495665913980936 5.4503648765323796 5.668688594461738
14 182 8.562648326353434 0 0 5.85410690404866 5.767594345489346 5.726960927289598 5.581933671863311 5.708903498697006 5.53989169354991 5.732473450352985 5.746738938908449 5.612671369352431 5.924732629015377 5.764725760081195 5.649893292348199 5.701741883061294 5.711848868226239 5.522470315057047 6.134507370782851 5.497155700015703 5.5714898367110255 5.556906567110596 5.6838818406087785 5.496759506792583 5.629932999213273 5.571722931729563 5.549320706971416 5.7858354349419585
15 195 8.46186758954058 0 0 5.752316427140236 5.680340696598207 5.695277119839852 5.520210177546964 5.615994626151694 5.469990981798361 5.661154356312827 5.6602956647697535 5.551644712323572 5.887387192197989 5.715510934656147 5.59482875227965 5.660377481143455 5.612326763679843 5.461276848435173 6.076596792499789 5.430911853216823 5.506486901575554 5.457329544916312 5.596683735762675 5.418762861922001 5.553314841354384 5.513506188848329 5.497788746157737 5.667075947758348
16 208 8.308322350358136 0 0 5.6632040718584875 5.574305173695493 5.598828472846779 5.3936223213610885 5.515770222017456 5.346564571462225 5.563982179503051 5.5613860185069015 5.436802266803378 5.839757800183934 5.639724194755823 5.474822451587469 5.54110830064896 5.521088009373207 5.349356837133523 5.928677776412125 5.294148610924389 5.413362503202639 5.395470643228336 5.437105817494925 5.329057383667403 5.462038275030995 5.416473837433365 5.421869604942105 5.548295119814651
17 221 8.063371374025815 0 0 5.488716718737953 5.407107832724664 5.448983080863565 5.237053749132802 5.348668477104189 5.207765739323709 5.396925020580255 5.410244417582341 5.254670940713898 5.649680523440632 5.493259974074297 5.298018152138621 5.364790153823207 5.333387196608562 5.205215898825262 5.783374422076627 5.088970069092432 5.246400013399313 5.257509044972613 5.302775550861658 5.158360031060003 5.267409510045783 5.210194957978971 5.2560329657356055 5.382335830303841
18 234 7.888880798889295 0 0 5.3591597820254195 5.256922952096214 5.312407047193339 5.127365255979277 5.200488663349634 5.110624552608324 5.258108337794151 5.274042246979649 5.147847849432687 5.528858842508597 5.378398466645048 5.1754365223031265 5.230010562654958 5.205972689784336 5.100776995501039 5.671559095627228 4.979767078210756 5.111281774876764 5.167397420260465 5.174843036227183 5.062536250886873 5.154926335188572 5.081132491690094 5.143457373080771 5.283541936610171
19 247 7.594877093220468 0 0 5.150817670197611 5.0698561919228515 5.120336030537127 4.908184874447549 4.984594099642072 4.96772462975453 5.041649259117667 5.05389120250209 4.9432100125403915 5.333729180557067 5.162538217916811 4.96743868479273 5.096592836091055 4.99788079334788 4.913935074827724 5.45345260605693 4.787939580467095 4.922607388788222 4.969665773886624 4.984013354791162 4.872273397807823 4.9465895730451415 4.861845061465419 4.921904847132174 5.075472131515057
20 260 7.2650642893394926 0 0 4.920179721926595 4.867875344392581 4.888525725290407 4.7475080778451115 4.750188158363119 4.720766369208395 4.803194427373921 4.846554275904021 4.7194469747983 5.1140310568759295 4.942297026563029 4.71824769851934 4.891966367146669 4.796325796152945 4.713544031673168 5.201663924702503 4.565597065185772 4.7304992243008055 4.744609488638428 4.769557461927776 4.637644465930521 4.703322241708011 4.6295146498247215 4.715304994945311 4.873136485245756
21 273 7.141869637642765 0 0 4.881142089369942 4.823257774183422 4.747023178829686 4.668352136947045 4.671572611492867 4.635068572990128 4.704545632990195 4.767483171378137 4.658305586688537 5.02061042594399 4.849279886263436 4.600159576596945 4.89132766597453 4.714381361989357 4.629389061683066 5.098028135359197 4.487318284484934 4.631309746301343 4.666650456596286 4.670330431005762 4.568350986819565 4.609572584750105 4.5644744567289575 4.630687507683388 4.792873361174847
22 286 6.972921908858852 0 0 4.758188963328599 4.676958674321744 4.596647104865457 4.539549445483377 4.561120073176042 4.520393515835112 4.592512582439223 4.67395812945616 4.57429353095023 4.906246932982054 4.7145857271638265 4.480141589377321 4.7706739874576405 4.599415247538597 4.533727526600453 4.967475191732503 4.352440994329194 4.5378573422998985 4.553182050168406 4.5663601416698105 4.473107890495602 4.511086957177213 4.460223133493172 4.510355403027332 4.707067846126629
